timestamp,grid_activepower,wind_speed,Theoretical_Power_Curve
03 11 2025 02:40,113.51,4.95,34.89
03 11 2025 02:50,-5.0,4.98,36.86
03 11 2025 03:00,186.66,6.4,185.85
03 11 2025 03:10,1019.03,16.14,3450.0
03 11 2025 03:40,554.95,8.23,678.15
03 11 2025 03:50,-5.0,1.75,0.0
03 11 2025 04:00,27.12,4.7,23.14
03 11 2025 04:20,-5.0,4.21,8.31
03 11 2025 04:40,579.3,8.1,628.95
03 11 2025 05:00,196.5,5.31,58.23
03 11 2025 05:10,2520.65,11.54,2945.51
03 11 2025 05:20,2507.61,12.92,3450.0
03 11 2025 05:30,3020.83,13.0,3450.0
03 11 2025 05:50,1799.24,10.3,1838.79
03 11 2025 06:00,1348.48,10.07,1669.73
03 11 2025 06:10,1724.46,10.22,1778.67
03 11 2025 06:20,2712.23,11.5,2902.81
03 11 2025 06:30,3368.04,15.5,3450.0
03 11 2025 06:40,114.03,5.86,111.08
03 11 2025 06:50,46.57,2.49,0.0
03 11 2025 07:00,17.78,3.76,2.05
03 11 2025 07:10,2796.69,11.45,2853.92
03 11 2025 07:20,362.41,7.42,407.79
03 11 2025 07:30,99.16,5.37,63.33
03 11 2025 07:50,423.68,7.55,445.3
03 11 2025 08:00,28.55,4.3,10.29
03 11 2025 08:10,114.92,5.58,81.56
03 11 2025 08:20,479.9,7.67,483.37
03 11 2025 08:30,3475.78,14.93,3450.0
03 11 2025 08:40,727.53,8.56,811.77
03 11 2025 08:50,563.09,8.13,638.56
03 11 2025 09:00,3488.37,13.23,3450.0
03 11 2025 09:10,-5.0,3.88,3.21
03 11 2025 09:20,2749.88,11.66,3069.01
03 11 2025 09:30,65.22,5.1,44.04
03 11 2025 09:40,1008.75,9.11,1079.53
03 11 2025 10:10,2460.24,19.28,3450.0
03 11 2025 10:20,195.71,6.76,252.3
03 11 2025 10:30,319.47,7.45,418.17
03 11 2025 10:40,2789.94,13.13,3450.0
03 11 2025 10:50,488.33,8.08,621.34
03 11 2025 11:00,134.66,6.07,136.68
03 11 2025 11:10,3322.33,12.46,3450.0
03 11 2025 11:20,1886.17,10.5,1995.58
03 11 2025 11:30,104.63,6.07,137.35
03 11 2025 12:00,-5.0,5.89,113.87
03 11 2025 12:10,2917.22,13.48,3450.0
03 11 2025 12:20,565.53,8.09,622.74
03 11 2025 12:30,755.9,10.94,2373.07
03 11 2025 12:40,-2.54,5.67,90.24
03 11 2025 12:50,-5.0,3.44,0.39
03 11 2025 13:00,150.67,4.83,29.23
03 11 2025 13:10,91.47,2.29,0.0
03 11 2025 13:20,83.47,1.12,0.0
03 11 2025 13:30,274.59,6.83,266.86
03 11 2025 13:40,145.08,9.39,1234.75
03 11 2025 13:50,869.03,9.02,1032.36
03 11 2025 14:00,339.8,7.19,348.01
03 11 2025 14:10,52.77,3.31,0.15
03 11 2025 14:30,84.46,6.45,194.77
03 11 2025 14:40,-5.0,2.96,0.0
03 11 2025 14:50,115.3,4.85,29.91
03 11 2025 15:00,2633.16,11.84,3272.25
03 11 2025 15:10,1055.25,8.93,986.12
03 11 2025 15:20,-5.0,6.34,177.06
03 11 2025 15:30,906.18,9.02,1034.33
03 11 2025 15:40,98.61,5.89,113.72
03 11 2025 15:50,-5.0,3.09,0.0
03 11 2025 16:00,97.12,5.7,92.88
03 11 2025 16:10,1887.59,10.89,2326.94
03 11 2025 16:20,130.44,6.33,174.64
03 11 2025 16:30,120.43,5.79,102.63
03 11 2025 16:40,-5.0,4.34,11.49
03 11 2025 16:50,3542.02,12.39,3450.0
03 11 2025 17:00,575.71,8.49,782.04
03 11 2025 17:10,657.44,8.63,846.01
03 11 2025 17:40,160.87,9.14,1098.13
03 11 2025 17:50,22.23,7.44,414.53
03 11 2025 18:00,1302.43,9.57,1342.07
03 11 2025 18:20,295.14,6.82,264.03
03 11 2025 18:30,3203.03,12.09,3450.0
03 11 2025 18:40,522.69,7.83,531.85
03 11 2025 18:50,442.41,7.83,533.71
03 11 2025 19:10,10.03,3.41,0.33
03 11 2025 19:20,276.77,6.65,230.77
03 11 2025 19:50,56.58,6.08,138.82
03 11 2025 20:00,1064.58,9.65,1390.95
03 11 2025 20:10,-1.17,5.77,100.07
03 11 2025 20:20,-5.0,4.08,6.0
03 11 2025 20:30,1596.92,10.35,1880.76
03 11 2025 20:40,305.43,6.87,274.62
03 11 2025 20:50,118.22,6.16,148.98
03 11 2025 21:00,2688.12,11.46,2860.54
03 11 2025 21:10,132.61,6.32,173.89
03 11 2025 21:20,912.72,8.64,847.79
03 11 2025 21:30,48.09,5.42,67.15
03 11 2025 21:40,-5.0,3.62,1.13
03 11 2025 21:50,170.26,5.85,109.12
03 11 2025 22:00,279.07,6.25,161.98
03 11 2025 22:10,31.31,4.51,16.42
03 11 2025 22:30,-5.0,3.33,0.17
03 11 2025 22:40,-5.0,3.05,0.0
03 11 2025 22:50,565.23,7.83,533.93
03 11 2025 23:00,141.08,5.77,100.07
03 11 2025 23:20,155.87,6.19,153.11
03 11 2025 23:30,2403.58,11.5,2902.25
03 11 2025 23:40,208.74,6.9,280.01
03 11 2025 23:50,63.81,4.45,14.37
04 11 2025 00:10,1564.56,10.39,1912.45
04 11 2025 00:20,1013.17,9.28,1172.59
04 11 2025 00:30,11.78,5.22,51.86
04 11 2025 00:40,-5.0,3.28,0.1
04 11 2025 01:00,-0.1,3.89,3.38
04 11 2025 01:10,453.1,7.58,453.56
04 11 2025 01:20,2013.16,10.86,2301.52
04 11 2025 01:30,72.04,5.37,62.82
04 11 2025 01:40,35.5,4.5,16.01
04 11 2025 01:50,1717.35,10.41,1929.03
04 11 2025 02:00,3061.95,12.3,3450.0
04 11 2025 02:10,283.87,7.17,342.08
04 11 2025 02:20,195.68,6.74,246.76
04 11 2025 02:30,3446.56,16.28,3450.0
04 11 2025 02:40,1471.64,10.21,1774.14
04 11 2025 02:50,3381.4,14.06,3450.0
04 11 2025 03:00,500.47,8.2,665.13
04 11 2025 03:10,37.43,1.91,0.0
04 11 2025 03:20,231.02,6.99,300.22
04 11 2025 03:30,1571.6,10.11,1700.3
04 11 2025 03:40,659.29,8.67,861.55
04 11 2025 03:50,33.98,5.69,92.21
04 11 2025 04:00,88.34,3.95,4.1
04 11 2025 04:10,-5.0,1.92,0.0
04 11 2025 04:20,2599.16,11.99,3439.09
04 11 2025 04:30,1.68,2.64,0.0
04 11 2025 04:40,983.26,9.05,1046.77
04 11 2025 04:50,1843.37,10.33,1862.6
04 11 2025 05:00,206.7,6.44,192.82
04 11 2025 05:10,4.81,5.18,48.77
04 11 2025 05:30,-5.0,3.37,0.24
04 11 2025 05:40,732.2,8.95,996.87
04 11 2025 05:50,108.36,7.19,347.41
04 11 2025 06:00,554.6,8.44,763.02
04 11 2025 06:10,3414.45,12.11,3450.0
04 11 2025 06:20,271.74,6.65,230.49
04 11 2025 06:30,125.13,4.48,15.31
04 11 2025 06:40,3136.91,15.3,3450.0
04 11 2025 06:50,166.7,6.6,220.19
04 11 2025 07:00,-5.0,3.79,2.32
04 11 2025 07:10,121.55,6.15,147.81
04 11 2025 07:30,203.32,7.24,359.69
04 11 2025 07:40,366.4,7.98,585.42
04 11 2025 07:50,-5.0,3.98,4.49
04 11 2025 08:00,3076.42,14.18,3450.0
04 11 2025 08:10,2239.04,10.76,2214.35
04 11 2025 08:20,186.43,6.16,148.76
04 11 2025 08:30,20.05,5.36,62.45
04 11 2025 08:50,102.53,5.46,70.85
04 11 2025 09:00,558.44,7.94,571.28
04 11 2025 09:10,8.83,4.91,33.08
04 11 2025 09:20,1830.61,10.34,1870.81
04 11 2025 09:30,140.4,2.6,0.0
04 11 2025 09:40,106.21,3.15,0.02
04 11 2025 09:50,389.94,12.58,3450.0
04 11 2025 10:00,1690.46,10.62,2092.1
04 11 2025 10:10,36.98,1.66,0.0
04 11 2025 10:40,63.7,3.21,0.04
04 11 2025 10:50,-5.0,3.19,0.03
04 11 2025 11:00,1533.73,9.69,1416.34
04 11 2025 11:10,-5.0,5.45,69.34
04 11 2025 11:20,2157.07,10.83,2275.55
04 11 2025 11:30,129.0,6.2,155.63
04 11 2025 11:40,3238.95,12.59,3450.0
04 11 2025 11:50,373.69,7.57,452.18
04 11 2025 12:00,1074.5,12.94,3450.0
04 11 2025 12:10,11.18,2.82,0.0
04 11 2025 12:20,2823.61,11.4,2809.49
04 11 2025 12:30,1300.58,9.95,1586.94
04 11 2025 12:40,2855.37,12.41,3450.0
04 11 2025 13:00,165.04,5.43,67.78
04 11 2025 13:30,95.69,11.01,2427.74
04 11 2025 13:40,1156.66,9.31,1191.35
04 11 2025 14:20,1429.71,9.88,1541.07
04 11 2025 14:40,86.43,5.04,40.44
04 11 2025 14:50,-3.72,0.38,0.0
04 11 2025 15:10,3578.3,12.23,3450.0
04 11 2025 15:30,142.29,6.37,181.24
04 11 2025 15:40,93.07,4.99,37.52
04 11 2025 15:50,2807.05,18.98,3450.0
04 11 2025 16:00,-1.72,4.53,16.84
04 11 2025 16:10,807.16,8.7,876.59
04 11 2025 16:30,-5.0,5.34,60.79
04 11 2025 16:40,3079.88,13.82,3450.0
04 11 2025 16:50,-5.0,3.1,0.01
04 11 2025 17:00,2394.27,11.31,2715.19
04 11 2025 17:10,2723.62,11.26,2668.2
04 11 2025 17:20,66.58,8.52,797.31
04 11 2025 17:30,981.61,9.29,1176.25
04 11 2025 17:40,426.99,7.47,422.12
04 11 2025 17:50,-5.0,3.97,4.32
04 11 2025 18:00,256.09,5.7,92.75
04 11 2025 18:10,557.2,8.25,685.49
04 11 2025 18:20,56.67,2.94,0.0
04 11 2025 18:40,-5.0,1.72,0.0
04 11 2025 18:50,-5.0,0.6,0.0
04 11 2025 19:00,585.91,8.23,677.4
04 11 2025 19:10,-5.0,3.47,0.5
04 11 2025 19:20,-5.0,3.81,2.54
04 11 2025 19:30,768.08,9.28,1169.52
04 11 2025 19:40,2151.54,10.92,2353.77
04 11 2025 19:50,392.66,7.54,444.28
04 11 2025 20:00,684.93,8.88,961.07
04 11 2025 20:20,72.31,5.64,86.88
04 11 2025 20:30,2780.52,18.03,3450.0
04 11 2025 20:40,196.25,8.62,839.59
04 11 2025 20:50,2730.55,12.18,3450.0
04 11 2025 21:00,2856.32,17.5,3450.0
04 11 2025 21:10,6.67,2.88,0.0
04 11 2025 21:20,19.92,3.44,0.42
04 11 2025 21:40,53.24,4.64,20.88
04 11 2025 21:50,106.0,5.76,99.22
04 11 2025 22:00,61.66,2.62,0.0
04 11 2025 22:10,76.95,3.37,0.24
04 11 2025 22:20,5.26,5.66,89.51
04 11 2025 22:30,354.72,7.41,405.41
04 11 2025 22:40,2648.47,11.57,2979.11
04 11 2025 22:50,-2.54,4.86,30.61
04 11 2025 23:10,-5.0,2.89,0.0
04 11 2025 23:20,208.06,5.31,58.19
04 11 2025 23:30,-5.0,4.37,12.11
04 11 2025 23:40,10.45,4.34,11.46
04 11 2025 23:50,2042.18,11.02,2442.26
05 11 2025 00:00,3157.04,12.97,3450.0
05 11 2025 00:10,171.97,5.8,103.57
05 11 2025 00:20,60.34,5.16,48.0
05 11 2025 00:30,27.46,4.75,25.31
05 11 2025 00:40,-3.89,2.78,0.0
05 11 2025 00:50,255.23,6.91,281.83
05 11 2025 01:00,1409.52,10.16,1733.91
05 11 2025 01:30,177.2,6.67,233.95
05 11 2025 01:40,-5.0,2.93,0.0
05 11 2025 01:50,57.98,4.34,11.38
05 11 2025 02:00,-5.0,4.33,11.04
05 11 2025 02:30,19.9,4.24,8.93
05 11 2025 02:40,2566.84,11.52,2931.54
05 11 2025 02:50,-5.0,3.09,0.0
05 11 2025 03:00,-5.0,4.63,20.34
05 11 2025 03:10,3114.5,18.12,3450.0
05 11 2025 03:20,2433.49,11.25,2659.12
05 11 2025 03:40,-3.07,4.05,5.55
05 11 2025 03:50,3300.49,14.23,3450.0
05 11 2025 04:00,588.88,8.58,820.36
05 11 2025 04:10,100.22,6.31,172.22
05 11 2025 04:20,977.51,9.05,1049.26
05 11 2025 04:40,2676.48,15.93,3450.0
05 11 2025 04:50,74.74,6.32,173.59
05 11 2025 05:00,2893.71,15.92,3450.0
05 11 2025 05:10,-5.0,3.59,0.95
05 11 2025 05:20,-4.93,4.1,6.36
05 11 2025 05:40,1347.6,9.7,1422.24
05 11 2025 05:50,131.27,6.21,156.66
05 11 2025 06:00,50.69,4.68,22.42
05 11 2025 06:10,228.21,6.85,269.16
05 11 2025 06:20,1817.28,10.25,1804.26
05 11 2025 06:30,-5.0,3.02,0.0
05 11 2025 06:40,163.48,5.84,108.94
05 11 2025 06:50,44.28,1.51,0.0
05 11 2025 07:00,40.18,4.18,7.73
05 11 2025 07:10,87.2,3.83,2.75
05 11 2025 07:20,2682.86,11.57,2976.25
05 11 2025 07:30,654.38,8.54,804.9
05 11 2025 07:40,2096.97,10.66,2129.18
05 11 2025 07:50,2827.41,11.56,2970.54
05 11 2025 08:00,2086.62,10.69,2152.65
05 11 2025 08:10,2357.35,10.92,2350.87
05 11 2025 08:40,641.68,8.42,754.89
05 11 2025 08:50,2723.08,13.67,3450.0
05 11 2025 09:00,1641.39,10.12,1709.98
05 11 2025 09:10,-5.0,4.54,17.39
05 11 2025 09:20,1298.0,9.85,1521.31
05 11 2025 09:30,1315.03,9.37,1221.14
05 11 2025 09:40,20.05,4.73,24.52
05 11 2025 09:50,18.39,3.66,1.37
05 11 2025 10:00,1713.13,10.42,1934.08
05 11 2025 10:10,1876.69,10.52,2013.0
05 11 2025 10:20,826.01,8.96,1002.64
05 11 2025 10:40,3228.05,12.52,3450.0
05 11 2025 10:50,40.64,1.43,0.0
05 11 2025 11:00,1905.62,10.96,2386.59
05 11 2025 11:10,434.03,7.62,466.94
05 11 2025 11:20,784.41,8.74,893.99
05 11 2025 11:30,19.53,2.54,0.0
05 11 2025 11:40,123.64,5.58,81.67
05 11 2025 11:50,3294.55,12.16,3450.0
05 11 2025 12:00,-5.0,5.49,72.83
05 11 2025 12:10,-5.0,4.47,15.18
05 11 2025 12:20,1890.17,10.42,1933.57
05 11 2025 12:30,410.12,7.68,484.1
05 11 2025 12:40,-5.0,1.84,0.0
05 11 2025 12:50,-5.0,5.1,43.95
05 11 2025 13:00,936.98,8.74,893.58
05 11 2025 13:10,156.33,6.81,262.27
05 11 2025 13:20,78.51,4.96,35.78
05 11 2025 13:30,2248.47,11.26,2665.38
05 11 2025 13:40,1008.56,9.29,1175.94
05 11 2025 13:50,1480.77,10.18,1754.62
05 11 2025 14:00,664.59,8.83,938.71
05 11 2025 14:10,52.37,5.53,76.62
05 11 2025 14:20,1398.28,9.99,1613.05
05 11 2025 14:30,40.58,5.26,54.88
05 11 2025 14:40,2895.25,13.79,3450.0
05 11 2025 14:50,3049.47,12.77,3450.0
05 11 2025 15:00,102.16,3.47,0.5
05 11 2025 15:10,19.13,5.08,42.58
05 11 2025 15:30,194.84,6.8,258.74
05 11 2025 15:40,1140.71,9.4,1240.27
05 11 2025 15:50,79.9,5.41,66.0
05 11 2025 16:00,201.78,6.88,276.21
05 11 2025 16:10,-5.0,4.64,21.0
05 11 2025 16:20,-5.0,4.09,6.16
05 11 2025 16:40,2415.76,10.95,2380.0
05 11 2025 16:50,-5.0,4.15,7.23
05 11 2025 17:00,73.42,3.47,0.48
05 11 2025 17:10,238.82,6.58,216.31
05 11 2025 17:20,176.66,6.34,175.63
05 11 2025 17:30,1160.57,9.11,1078.66
05 11 2025 17:40,3.97,2.22,0.0
05 11 2025 17:50,1838.65,10.19,1758.27
05 11 2025 18:00,1182.31,9.46,1275.38
05 11 2025 18:10,194.34,7.27,369.24
05 11 2025 18:20,105.16,6.52,206.27
05 11 2025 18:30,1275.84,9.84,1516.54
05 11 2025 18:40,114.73,5.49,72.91
05 11 2025 19:10,3116.86,14.92,3450.0
05 11 2025 19:20,1113.68,9.14,1096.46
05 11 2025 19:30,1305.53,9.54,1324.65
05 11 2025 19:40,109.13,5.72,95.1
05 11 2025 19:50,-5.0,1.42,0.0
05 11 2025 20:00,2870.11,13.32,3450.0
05 11 2025 20:10,297.08,6.71,242.36
05 11 2025 20:20,25.66,5.21,51.3
05 11 2025 20:40,1177.92,9.32,1193.14
05 11 2025 21:00,-5.0,1.82,0.0
05 11 2025 21:10,2459.16,11.42,2830.05
05 11 2025 21:30,2044.96,10.63,2105.44
05 11 2025 21:40,2794.0,12.86,3450.0
05 11 2025 21:50,101.05,3.91,3.6
05 11 2025 22:00,-5.0,5.08,42.5
05 11 2025 22:10,71.86,4.07,5.72
05 11 2025 22:20,130.01,5.24,53.37
05 11 2025 22:30,730.57,8.58,824.34
05 11 2025 22:50,227.98,7.17,342.68
05 11 2025 23:10,102.43,4.67,22.07
05 11 2025 23:20,226.19,7.12,330.56
05 11 2025 23:30,1104.36,12.93,3450.0
05 11 2025 23:40,32.79,3.84,2.8
05 11 2025 23:50,-5.0,3.33,0.17
06 11 2025 00:00,3265.17,12.79,3450.0
06 11 2025 00:10,1546.06,10.18,1750.22
06 11 2025 00:20,-5.0,4.7,23.06
06 11 2025 00:30,2934.83,11.94,3385.19
06 11 2025 00:50,2519.62,12.19,3450.0
06 11 2025 01:00,-5.0,3.86,3.03
06 11 2025 01:10,-5.0,0.72,0.0
06 11 2025 01:20,2397.17,14.1,3450.0
06 11 2025 01:30,1300.21,10.01,1628.07
06 11 2025 01:40,66.31,6.88,277.46
06 11 2025 01:50,841.88,8.64,847.33
06 11 2025 02:00,63.81,5.31,58.34
06 11 2025 02:10,3600.21,17.77,3450.0
06 11 2025 02:20,507.6,8.34,719.09
06 11 2025 02:40,7.68,3.19,0.03
06 11 2025 03:00,-5.0,1.29,0.0
06 11 2025 03:10,-5.0,2.39,0.0
06 11 2025 03:20,72.58,5.49,73.05
06 11 2025 03:30,988.55,9.26,1160.41
06 11 2025 03:40,342.12,7.01,305.29
06 11 2025 03:50,-5.0,4.04,5.28
06 11 2025 04:10,339.79,6.6,221.69
06 11 2025 04:20,3319.77,14.68,3450.0
06 11 2025 04:30,2558.13,12.54,3450.0
06 11 2025 04:40,22.2,4.84,29.53
06 11 2025 05:00,-5.0,3.71,1.67
06 11 2025 05:20,3039.41,15.54,3450.0
06 11 2025 05:30,-5.0,3.71,1.66
06 11 2025 05:40,402.61,7.49,429.01
06 11 2025 05:50,2942.67,15.57,3450.0
06 11 2025 06:00,41.87,4.64,20.8
06 11 2025 06:10,-5.0,2.07,0.0
06 11 2025 06:30,991.72,9.02,1030.07
06 11 2025 06:40,647.84,8.16,651.89
06 11 2025 06:50,113.81,5.48,72.23
06 11 2025 07:00,2654.03,15.25,3450.0
06 11 2025 07:10,25.28,3.4,0.31
06 11 2025 07:20,217.28,6.88,276.73
06 11 2025 07:30,-5.0,5.14,46.38
06 11 2025 07:40,47.18,5.04,40.02
06 11 2025 07:50,-5.0,2.27,0.0
06 11 2025 08:00,961.04,9.04,1042.92
06 11 2025 08:20,-5.0,1.7,0.0
06 11 2025 08:30,187.09,4.29,10.11
06 11 2025 08:40,2119.28,10.84,2282.81
06 11 2025 09:10,704.76,8.75,898.72
06 11 2025 09:20,619.04,8.9,970.18
06 11 2025 09:30,124.1,1.7,0.0
06 11 2025 09:40,333.96,7.46,420.32
06 11 2025 09:50,723.45,8.3,705.54
06 11 2025 10:00,3298.16,12.1,3450.0
06 11 2025 10:10,150.46,7.36,392.74
06 11 2025 10:20,3139.66,13.91,3450.0
06 11 2025 10:30,752.48,8.63,846.36
06 11 2025 10:40,497.59,7.58,455.97
06 11 2025 10:50,4.28,0.2,0.0
06 11 2025 11:00,1965.6,10.99,2416.51
06 11 2025 11:10,-5.0,2.06,0.0
06 11 2025 11:20,69.57,2.57,0.0
06 11 2025 11:30,80.41,4.85,30.17
06 11 2025 11:40,470.61,8.1,627.59
06 11 2025 11:50,295.61,7.42,407.54
06 11 2025 12:00,25.36,5.75,98.75
06 11 2025 12:10,34.19,5.2,50.3
06 11 2025 12:20,248.36,7.04,312.5
06 11 2025 12:30,31.71,4.79,27.1
06 11 2025 12:40,637.85,8.16,648.38
06 11 2025 12:50,750.36,8.68,868.08
06 11 2025 13:00,795.58,8.56,814.82
06 11 2025 13:10,1422.23,9.85,1519.69
06 11 2025 13:20,301.51,7.09,323.33
06 11 2025 13:30,1423.84,10.13,1712.83
06 11 2025 13:40,2875.1,12.02,3450.0
06 11 2025 14:00,122.81,6.17,150.25
06 11 2025 14:10,-5.0,0.81,0.0
06 11 2025 14:20,-5.0,4.54,17.32
06 11 2025 14:30,57.94,4.05,5.49
06 11 2025 14:40,1163.25,9.22,1137.38
06 11 2025 14:50,394.11,6.94,289.33
06 11 2025 15:10,747.29,9.0,1020.97
06 11 2025 15:20,27.61,2.85,0.0
06 11 2025 15:30,241.0,7.09,323.3
06 11 2025 15:50,-5.0,3.36,0.22
06 11 2025 16:00,264.58,7.3,375.69
06 11 2025 16:10,1620.47,10.46,1968.06
06 11 2025 16:20,15.95,4.91,33.21
06 11 2025 16:40,63.14,3.88,3.27
06 11 2025 16:50,252.99,6.66,232.78
06 11 2025 17:00,1162.76,9.41,1249.25
06 11 2025 17:10,1024.11,9.02,1032.73
06 11 2025 17:20,-5.0,4.12,6.58
06 11 2025 17:40,65.42,6.09,139.32
06 11 2025 17:50,-5.0,4.69,22.69
06 11 2025 18:00,125.18,6.65,229.23
06 11 2025 18:10,2799.74,13.56,3450.0
06 11 2025 18:20,930.38,8.79,916.92
06 11 2025 18:30,54.9,2.09,0.0
06 11 2025 18:40,8.46,4.64,20.82
06 11 2025 18:50,36.51,4.35,11.76
06 11 2025 19:00,-5.0,5.1,44.1
06 11 2025 19:10,2558.43,11.41,2810.38
06 11 2025 19:20,-5.0,5.34,60.28
06 11 2025 19:40,141.68,6.4,185.93
06 11 2025 19:50,-5.0,2.87,0.0
06 11 2025 20:00,-5.0,5.52,75.44
06 11 2025 20:10,102.4,5.47,71.51
06 11 2025 20:30,-5.0,3.56,0.83
06 11 2025 20:40,3129.91,12.28,3450.0
06 11 2025 21:00,-5.0,4.6,19.36
06 11 2025 21:10,896.85,8.65,855.05
06 11 2025 21:30,1227.14,9.63,1377.63
06 11 2025 21:40,75.34,5.63,85.99
06 11 2025 22:00,65.77,6.04,132.7
06 11 2025 22:10,-5.0,4.05,5.5
06 11 2025 22:20,-5.0,5.18,48.79
06 11 2025 22:30,-5.0,2.86,0.0
06 11 2025 22:40,260.94,10.46,1967.83
06 11 2025 22:50,678.4,10.99,2415.56
06 11 2025 23:00,11.88,3.71,1.7
06 11 2025 23:10,1530.55,10.09,1688.79
06 11 2025 23:30,1868.56,10.72,2176.28
06 11 2025 23:40,2947.01,17.57,3450.0
06 11 2025 23:50,8.3,3.07,0.0
07 11 2025 00:00,29.57,2.6,0.0
07 11 2025 00:10,92.66,5.83,107.27
07 11 2025 00:20,1213.82,9.57,1344.06
07 11 2025 00:30,2504.7,11.43,2837.86
07 11 2025 00:40,992.69,9.26,1159.25
07 11 2025 00:50,25.12,4.49,15.71
07 11 2025 01:10,482.32,7.81,528.17
07 11 2025 01:30,44.84,1.51,0.0
07 11 2025 01:40,3172.35,14.73,3450.0
07 11 2025 01:50,362.7,7.67,483.45
07 11 2025 02:00,212.97,6.3,170.79
07 11 2025 02:10,3257.89,12.6,3450.0
07 11 2025 02:20,3500.99,12.51,3450.0
07 11 2025 02:30,268.26,6.02,130.79
07 11 2025 02:50,2153.42,11.14,2556.31
07 11 2025 03:00,-5.0,3.28,0.1
07 11 2025 03:10,701.25,8.75,899.13
07 11 2025 03:20,1048.72,9.32,1193.83
07 11 2025 03:40,2700.41,12.46,3450.0
07 11 2025 04:10,1756.1,10.53,2024.44
07 11 2025 04:20,22.96,4.61,19.88
07 11 2025 04:30,27.31,5.6,82.96
07 11 2025 04:40,17.77,4.78,26.83
07 11 2025 04:50,0.56,3.07,0.0
07 11 2025 05:00,-5.0,4.47,15.04
07 11 2025 05:10,79.52,1.76,0.0
07 11 2025 05:20,284.02,10.66,2124.75
07 11 2025 05:30,1467.0,9.68,1410.64
07 11 2025 05:40,466.28,7.57,452.37
07 11 2025 06:10,15.6,5.15,46.74
07 11 2025 06:20,233.07,6.18,151.88
07 11 2025 06:50,258.69,7.02,307.39
07 11 2025 07:10,367.46,7.63,470.59
07 11 2025 07:20,262.65,6.67,233.13
07 11 2025 07:30,579.93,8.07,615.6
07 11 2025 07:50,246.88,7.14,334.96
07 11 2025 08:00,2744.91,13.62,3450.0
07 11 2025 08:10,1644.44,10.42,1935.35
07 11 2025 08:30,110.63,6.17,151.37
07 11 2025 08:40,3580.45,19.29,3450.0
07 11 2025 08:50,400.38,7.08,322.26
07 11 2025 09:00,41.11,4.39,12.76
07 11 2025 09:10,72.06,2.69,0.0
07 11 2025 09:20,10.57,3.13,0.01
07 11 2025 09:30,-5.0,4.92,33.31
07 11 2025 09:40,1143.35,9.18,1118.51
07 11 2025 09:50,132.79,10.66,2129.91
07 11 2025 10:00,255.13,6.33,174.53
07 11 2025 10:50,549.31,8.32,714.07
07 11 2025 11:00,219.95,6.81,261.85
07 11 2025 11:10,746.31,8.34,719.02
07 11 2025 11:20,771.92,8.31,709.62
07 11 2025 11:30,-5.0,1.89,0.0
07 11 2025 11:40,39.88,5.67,90.1
07 11 2025 11:50,518.04,8.03,600.82
07 11 2025 12:00,148.27,6.54,209.43
07 11 2025 12:10,874.07,8.56,812.27
07 11 2025 12:20,886.01,9.01,1029.9
07 11 2025 12:30,2984.34,15.75,3450.0
07 11 2025 12:40,1739.29,10.33,1864.01
07 11 2025 12:50,-5.0,3.42,0.36
07 11 2025 13:00,104.34,4.28,9.82
07 11 2025 13:10,66.46,2.92,0.0
07 11 2025 13:20,72.98,5.6,83.13
07 11 2025 13:30,-5.0,4.99,37.15
07 11 2025 13:50,3163.88,15.91,3450.0
07 11 2025 14:00,922.57,8.95,997.5
07 11 2025 14:10,2001.59,10.62,2091.21
07 11 2025 14:20,3533.17,14.55,3450.0
07 11 2025 14:30,404.31,7.46,418.73
07 11 2025 14:40,132.53,6.44,192.15
07 11 2025 14:50,2989.27,12.82,3450.0
07 11 2025 15:00,2194.83,11.18,2590.34
07 11 2025 15:10,206.0,6.76,250.88
07 11 2025 15:20,2112.32,10.75,2206.84
07 11 2025 15:30,76.27,5.41,66.13
07 11 2025 15:40,141.44,6.69,236.88
07 11 2025 15:50,79.67,4.78,26.87
07 11 2025 16:00,1884.38,10.74,2190.96
07 11 2025 16:10,-5.0,2.5,0.0
07 11 2025 16:20,92.33,5.59,82.64
07 11 2025 16:30,129.24,6.28,166.6
07 11 2025 16:40,3066.91,18.3,3450.0
07 11 2025 17:00,2096.25,10.93,2364.21
07 11 2025 17:10,2111.13,10.56,2046.74
07 11 2025 17:30,593.29,8.64,848.86
07 11 2025 17:40,146.51,5.55,78.71
07 11 2025 17:50,2697.73,12.94,3450.0
07 11 2025 18:00,138.88,2.66,0.0
07 11 2025 18:10,79.71,3.44,0.39
07 11 2025 18:20,-5.0,2.66,0.0
07 11 2025 18:30,114.02,5.12,44.84
07 11 2025 18:40,1054.33,8.97,1006.16
07 11 2025 18:50,6.66,5.64,86.77
07 11 2025 19:00,2754.79,12.56,3450.0
07 11 2025 19:10,3011.09,14.09,3450.0
07 11 2025 19:20,2058.99,10.69,2151.24
07 11 2025 19:30,23.7,3.17,0.02
07 11 2025 19:40,1747.62,10.02,1637.77
07 11 2025 19:50,30.18,4.05,5.53
07 11 2025 20:00,19.04,4.39,12.75
07 11 2025 20:10,1716.2,10.26,1807.58
07 11 2025 20:30,2727.1,11.67,3084.85
07 11 2025 20:40,-5.0,5.39,64.65
07 11 2025 20:50,53.97,2.98,0.0
07 11 2025 21:00,166.57,6.41,187.58
07 11 2025 21:10,2784.42,11.33,2730.62
07 11 2025 21:20,63.71,5.97,124.11
